Unnamed: 0,sentence,sentence_length
13600,Equatoguineans vote in legislative polls,36
13601,Israeli soldiers kill Palestinian woman in West Bank,45
13602,Israeli official confirms second air strike at Syria,45
13603,Egypt launches new assault against Sinai militants,44
13604,Man Charged After Buckingham Palace Arrest,37
13605,Ban to review Syria chemical arms accord,34
13606,Iraqi president in hospital after suffering stroke,44
13607,Two blasts near Iranian embassy in Beirut,35
13608,Hagel defends proposed cuts in defense spending,41
13609,Iranian minister blames West for failed nuke talks,43
13610,Eight NATO Troops Killed In Afghanistan,34
13611,Typhoon Fitow slams into southeastern China,38
13612,Mandela movie to open this month in South Africa,40
13613,Exit polls shows Putin ally wins Moscow vote Navalny cries foul,53
13614,Chris Brown concerts cancelled new,30
13615,Apple app sends drivers to airport,29
13616,Pope Francis Slips Out of Vatican for Prayers,38
13617,US Senate has Rare Sunday Session Days Amid Fiscal Impasse,49
13618,Belarus Latvia to set up border commission,36
13619,Iraq violence kills seven,22
13620,Protests continue in Brazil,24
13621,Iran six world powers clinch breakthrough nuclear deal,47
13622,Israel called to account over latest settlement plans by European countries,65
13623,Obama pokes fun at critics during press dinner,39
13624,Photos show N Korea nuclear readiness,32
13625,Pakistani Taleban chief killed in US drone strike,42
13626,Now militants battle Pakistani police,33
13627,Muslim Brotherhood supporters die in Egypt clashes,44
13628,Facebook profits jump as user base expands,36
13629,Syria envoy calls for political change to end conflict,46
13630,Thirty Dead In Italian Bus Plunge,28
13631,China stocks close lower on Thursday,31
13632,Bulgaria President Backs Protesters Opposes Snap Elections,52
13633,Italy to swear in new coalition government,36
13634,South Africans mourn celebrate Mandela,34
13635,For first time in history Technion to teach engineering in Russia,55
13636,Indian stocks open higher,22
13637,Maldives holds fresh presidential election,38
13638,Egypt orders arrest of Brotherhood chief Badie,40
13639,One World Trade Center Named Tallest US Building,41
13640,Piers Morgan Interviewed by Police in Hacking Case,43
13642,China court sentences Bo Xilai to life imprisonment for corruption,57
13643,Train driver in Spain crash questioned by judge,40
13644,Men in China detained after taking girls to hotel,41
13645,Russia asks UN to consider its inquiry of Syria chemical arms use,54
13646,Imran Khan to contest elections from four NA seats,42
13647,Trailblazing Israeli electric car company to fold,43
13648,Texans coach Gary Kubiak in stable condition after collapse,51
13649,Taliban commander killed in US drone strike,37
13650,North Korea Shuts Last Remaining Hotline to South,42
13651,French train passengers tell of crash ordeal,38
13652,Obamas to meet Mandela family wont visit hospital,42
13653,Three feared dead after helicopter pub crash,38
13654,Mourners clash with police in Tunisia,32
13655,China flu death toll rises to six,27
13656,Questions arise over chemical weapons claims in Syria,46
13657,Powerful new earthquake hits shattered Pakistan region,48
13658,Indian troops raid Pakistani military post,37
13659,Pope Benedict XVI departs Vatican for last time,40
13660,Brazil leader promises reform vote,30
13661,Tropical Storm Andrea to slide up East Coast,37
13662,Five dead as Indonesia train collides with fuel truck,45
13663,Israel unveils plans for new settler homes,36
13664,Miss New York is crowned Miss America,31
13665,US House backs new sanctions before Iran inauguration,46
13666,Shanghai Free Trade Zone begins operation,36
13667,Court upholds death sentences for Mekong murderers,44
13668,Abduction teacher to be sentenced,29
13669,Deadly Gas Cylinder Blast Hits Pakistan School Bus,43
13670,N Korean ship carrying Cuba missiles seized,37
13671,Israeli Forces Arrest Five Palestinians across West Bank,49
13672,Protests planned across Brazil despite concessions,45
13673,Merkel Wins Big in Germany Election,30
13674,South Korean workers set to leave joint factory zone,44
13675,Benedict comes home to new house and new Pope,37
13676,Cambodia opposition head turns to parliament in poll bid,48
13677,Syrian opposition to name delegation for talks,40
13678,Obama visits tornado hit Oklahoma,29
13679,Bomb threat forces evacuation at Princeton,37
13680,Sudanese police block protest at human rights commission,49
13681,Russia delivers humanitarian aid to Syrian refugees in Lebanon,54
13682,Pope Francis commemorates dead migrants at Lampedusa,46
13683,Justice Adly Mansour sworn in as Egypt interim president,48
13684,Obama to set out gun control plans,28
13685,Only two bombs found in Boston Marathon attack,39
13686,US to destroy Syria chemical weapon stockpile at sea,44
13687,Pakistan PM for deeper economic ties with Sri Lanka,43
13688,Three storey building collapses in Ebute Meta,39
13689,Dozens killed in Laos plane crash,28
13691,Pakistan to release senior Taliban commander on Saturday,49
13692,Egypt court orders Mubarak freed,28
13693,Police converge on street in search for Boston bomb suspect,50
13694,Bollywood cuts costs as rupee crisis bites,36
13695,Women drivers to face insurance premium rise,38
13696,China opposes US arms sales to Taiwan,31
13697,IAEA Iran to hold first nuclear talks since Rohani election,50
13698,Dzhokhar Tsarnaev charged in Boston Marathon bombing,46
13699,Picture of the Day,15
13700,Pope thanks public for joining his Syria vigil,39
13701,East Timor Bans Martial Arts Schools Amid Killings,43
13702,Afghan president approves new electon law,36
13703,Pak army adamant on fighting the other Taleban,39
13704,South Africa holds state funeral for Mandela,38
13707,Suu Kyi urges party unity amid squabbles,34
13709,US Senate Confirms Janet Yellen as New Central Bank Chief,48
13710,Palestinian prisoner dies of cancer unrest in Israel jails,50
13711,Asian Markets up on Strong US Jobs Data,32
13712,Why Cyprus bailout is nothing more than usual euro nonsense,50
13713,Bianca Ojukwu becomes APGA national leader,37
13714,US Sees No Conclusive Evidence of Chemical Arms Use by Syria,50
13715,Five Killed in Blasts in India,25
13716,Snowden thanks Russia for granting asylum,36
13717,French forces seize key town,24
13718,Boston bomb suspect buried in Virginia cemetery,41
13719,Mom and baby among five killed as tornadoes rake Oklahoma City area,56
13720,Palestinian president wants Israelis to talk peace,44
13721,Malala leaves British hospital,27
13722,Man and woman found dead in Essex hotel swimming pool,44
13723,Pakistan condemns US drone strike in Miranshah,40
13724,Residents return to Fallujah,25
13725,South Africa unites in prayer and song for Nelson Mandela,48
13726,Ahmadinejad may face charges over election appearance,47
13727,New glories for China in striving for renewal,38
13728,EU lifts diamond sanctions against Zimbabwe,38
13729,Egypt seeks to lure investors ,25
13730,Hamas senior denies Gaza PA coordinated on peace talks,46
13731,Cambodian opposition rejects Hun Sen election win,43
13732,Obama canceled meeting with Putin,29
13733,US drone strike kills at least ten in Pakistan,38
13734,Pistorius cop on seven attempted murder charges,41
13735,Israeli credibility on line over Iran nuclear challenge,48
13736,Former New Mexico Gov Richardson pressing North Korean test ban,54
13737,Helicopter crashes in London,25
13738,Jakarta prays for metro to ease traffic chaos,38
13739,Car bomb rocks Hezbollah stronghold in Lebanon,40
13740,S Korea opposition candidate closes poll gap,38
13741,Senate confirms Janet Yellen as next Federal Reserve Chair,50
13742,Britain Sees Evidence Assad Could Use Chemical Weapons,47
13743,Algeria hostage death toll rises,28
13744,French set for Mali ground combat,28
13745,Testimony in trial of former FM Liberman begins,40
13746,Storm death toll rises as wind rain batters north Europe,47
13747,Pakistan releases seven Afghan Taliban fighters,42
13748,Pakistan drone strike kills up to six,31
13749,Syrian rebels claim responsibility for killings in Lebanon,51
13750,Spanish train driver Garzon to be questioned by judge,45
13751,Taliban denies involvement in Boston marathon bombing,47
13752,India issues red alert for cyclone Phailin,36
13753,Discipline against student thought to be key to motive,46
13754,Many killed in Syrian air strike,27
13755,India govt rejects proposal to shut petrol pumps at night,48
13756,Clinton returns to work plans to testify on Benghazi attack,50
13757,Tens of thousands line up to cast votes in Bhutan,40
13759,Three Killed In Crash At Tiananmen Square,35
13760,Singapore shares open higher on Thursday,35
13761,Obama to press Congress to act on economy,34
13762,Whitey Bulger gets life for racketeering killings,43
13763,Official says Kenyan forces caused mall collapse,42
13764,Islamist parties in Egypt unite for elections,39
13765,Algeria hostage crisis ends in bloodbath,35
